chikan	molestation:824 train_interior:713 public_indecency:547 groping:402 grabbing_another's_breast:366 skirt_lift:327 hetero:289 clothes_lift:280 multiple_boys:276 solo_focus:271 panties:226 underwear:217 school_uniform:205 1boy:163 pleated_skirt:162 censored:158 skirt:155 sweat:153 nipples:138 white_shirt:133
chikorita	pokemon_(creature):482 hat:166 twintails:126 brown_hair:106 holding:106 open_mouth:91 smile:80 shirt:63
chikuma_(kancolle)	pelvic_curtain:435 elbow_gloves:250 brown_eyes:195 black_gloves:194 hair_ribbon:178 black_hair:178 twintails:165 short_sleeves:158 multiple_girls:153 gloves:147 ribbon:137 brown_hair:125 2girls:110 thighhighs:99 long_hair:95 bow:94 large_breasts:88 hair_between_eyes:83 smile:67 skirt:67
chikuma_kai_ni_(kancolle)	pelvic_curtain:485 elbow_gloves:268 brown_eyes:189 black_hair:177 gloves:158 long_hair:90 breasts:54 solo:19 1girl:8
chikuwa	food:319
chilchuck_tims	halfling:892 dwarf:778 long_beard:726 leather_armor:715 horned_helmet:684 beard:535 mustache:516 fake_horns:496 facial_hair:465 3boys:464 elf:437 helmet:419 robe:407 holding_staff:383 multiple_boys:361 staff:357 armor:340 pointy_ears:286 cat_girl:284 capelet:281
child	aged_down:573 eden_academy_school_uniform:529 hairpods:504 family:500 great_pyrenees:499 child_carry:481 father_and_daughter:454 if_they_mated:440 mother_and_daughter:421 kindergarten_uniform:401 time_paradox:399 father_and_son:398 age_progression:383 baby:372 mother_and_son:372 clover_print:348 randoseru:342 school_hat:342 husband_and_wife:332 carrying:324
child's_drawing	crayon:739 paper:416 closed_eyes:175 indoors:166 multiple_girls:134 holding:128 2girls:102 sitting:100 hat:86 blonde_hair:81 1boy:74 long_sleeves:72 dress:69 open_mouth:68 smile:64 bow:63 brown_hair:63 short_hair:62 shirt:59 black_hair:54
child_carry	carrying:602 child:481 aged_down:433 looking_at_another:239 closed_eyes:185 multiple_girls:154 2girls:142 1boy:137 long_sleeves:112 short_hair:103 shirt:98 dress:93 black_hair:83 blonde_hair:78 white_background:78 smile:72 simple_background:63 open_mouth:62 long_hair:42 blush:25
child_gilgamesh_(fate)	blonde_hair:173 red_eyes:171
chili_pepper	bird:337 food:274 closed_eyes:167 yellow_eyes:145 multiple_girls:144 holding:139 blonde_hair:96 brown_hair:92 hair_ornament:88 open_mouth:78 blue_eyes:74 smile:68
chimame-tai	3girls:379 red_hair:261 blue_hair:226 multiple_girls:201 blue_eyes:163 open_mouth:132 smile:114 long_hair:70
chimchar	pokemon_(creature):446
chimera	centauroid:699 taur:644 white_feathers:561 monster_girl:488 body_fur:467 feathered_wings:447 feathers:422 claws:399 elf:335 wings:295 pointy_ears:191 tail:157 yellow_eyes:146 blonde_hair:120 short_hair:114 full_body:111 2girls:100 multiple_girls:84 simple_background:64 open_mouth:17
chimney	house:556 sack:501 santa_costume:441 santa_hat:429 christmas:422 scenery:409 building:389 snow:377 window:305 no_humans:300 tree:295 night:285 fur_trim:259 sky:238 outdoors:233 cloud:224 day:174 boots:170 hat:146 sitting:90
chin_strap	helmet:361 gun:266 weapon:175 hat:169 frills:142 flower:137 holding:132 long_sleeves:117 full_body:115 dress:107 standing:90 jacket:89 gloves:88 closed_mouth:86 bow:80 blonde_hair:73 brown_hair:62 simple_background:48 multiple_girls:47 black_hair:46
china_dress	chinese_clothes:898 dragon_print:653 print_dress:596 pelvic_curtain:592 side_slit:538 bun_cover:530 bamboo_steamer:500 double_bun:500 vertical-striped_jacket:485 cs/ls06:483 butterfly_hair_ornament:447 floral_print_dress:446 lattice:444 sleeveless_dress:439 pinstripe_jacket:439 ribbon_between_breasts:438 chinese_new_year:438 grey_halo:438 hair_bun:437 pankou:432
chinatsu_(blue_archive)	prefect_team_(blue_archive):872 red_halo:561 halo:354 glasses:320 pointy_ears:319 hairband:218 horns:178 yellow_eyes:167 twintails:141 brown_hair:138 large_breasts:126 multiple_girls:125 gloves:110 closed_mouth:85 breasts:83 long_sleeves:80 blush:80 holding:78 long_hair:75 skirt:75
chinatsu_(hot_spring)_(blue_archive)	pointy_ears:305 breasts:91
chinchou	pokemon_(creature):433
chinese_bellflower	bellflower:953 flower:285 solo:49 1girl:38
chinese_clothes	china_dress:898 hanfu:614 dragon_print:593 tangzhuang:551 pelvic_curtain:532 print_dress:531 bun_cover:527 dudou:515 qi_lolita:494 jiangshi_costume:485 side_slit:484 dalachi_(headdress):483 qixiong_ruqun:483 qingdai_guanmao:478 bamboo_steamer:476 double_bun:473 changpao:472 jiangshi:468 tuanshan:457 pankou:454
chinese_hairpin	tassel_hair_ornament:600 hanfu:536 hair_stick:534 hairpin:478 tassel:470 chinese_clothes:417 china_dress:390 parted_bangs:231 hair_ornament:205 elbow_gloves:195 black_gloves:191 white_hair:164 earrings:164 jewelry:152 dress:149 multicolored_hair:140 gloves:134 detached_sleeves:131 upper_body:127 very_long_hair:126
chinese_knot	flower_knot:790 vision_(genshin_impact):635 thighlet:618 gold_trim:575 bodystocking:573 leotard_under_clothes:553 tassel:542 white_sleeves:539 neck_bell:538 red_rope:537 goat_horns:527 waist_cape:516 cowbell:483 orb:479 bell:461 low_ponytail:410 curled_horns:384 rope:347 detached_sleeves:328 pelvic_curtain:325
chinese_new_year	chinese_zodiac:480 lantern:451 china_dress:438 chinese_clothes:428 new_year:422 red_dress:296 clothing_cutout:221 hair_bun:190 dress:170 sleeveless:135 holding:135 flower:132 white_hair:130 horns:127 hair_ornament:112 multiple_girls:102 bare_shoulders:100 multicolored_hair:93 cleavage:85 smile:83
chinese_text	simplified_chinese_text:750 traditional_chinese_text:686 bilingual:604 mixed-language_text:564 chibi_only:411 engrish_text:362 ranguage:356 weibo_watermark:351 weibo_logo:330 red_pants:308 comic:284 speech_bubble:264 4koma:258 english_text:237 chibi:225 anger_vein:221 suspenders:219 meme:217 chinese_clothes:213 spoken_ellipsis:211
chinese_zodiac	year_of_the_rabbit:804 year_of_the_tiger:798 year_of_the_ox:782 year_of_the_dragon:756 year_of_the_snake:739 new_year:719 year_of_the_rat:709 happy_new_year:707 year_of_the_dog:676 year_of_the_rooster:670 year_of_the_pig:668 nengajou:621 2023:619 2021:595 2022:588 2025:562 rooster:538 tiger_tail:523 tiger_print:519 akeome:515
chiori_(genshin_impact)	drill_ponytail:739 thighhighs_over_pantyhose:718 grey_kimono:680 red_sash:541 short_kimono:534 hair_stick:523 yellow_skirt:517 haori:485 drill_hair:413 kimono:358 sash:340 obi:336 japanese_clothes:334 black_pantyhose:311 black_gloves:263 side_ponytail:244 pantyhose:236 black_thighhighs:225 brown_hair:208 streaked_hair:203
chips_(food)	potato_chips:958 bag_of_chips:755 snack:597 controller:469 game_controller:463 nintendo_switch:456 handheld_game_console:436 playing_games:436 food:429 eating:396 food_in_mouth:389 can:388 drink_can:384 pocky:360 couch:309 holding_food:294 on_stomach:277 mouth_hold:272 bottle:268 cellphone:266
chise_(blue_archive)	striped_bikini:508 red_horns:506 oni:433 blue_halo:417 white_sailor_collar:393 halo:357 side-tie_bikini_bottom:331 horns:319 hair_flower:319 striped_clothes:312 side_ponytail:304 sailor_collar:269 flower:248 blue_hair:243 bikini:239 official_alternate_costume:227 swimsuit:215 japanese_clothes:204 small_breasts:193 red_eyes:171
chise_(swimsuit)_(blue_archive)	striped_bikini:564 side-tie_bikini_bottom:384 striped_clothes:367 side_ponytail:353 halo:336 hair_flower:319 horns:310 sailor_collar:299 bikini:293 official_alternate_costume:275 swimsuit:268 flower:251 blue_hair:240 small_breasts:233 red_eyes:179 hair_ornament:171 navel:148 long_hair:80 breasts:74 blush:73
chisel	blue_hair:216 dress:167 smile:66 looking_at_viewer:33 solo:21 long_hair:17 1girl:16
chitanda_eru	kamiyama_high_school_uniform_(hyouka):888 artist_logo:523 gakuran:514 logo:452 black_sailor_collar:356 serafuku:316 couple:288 purple_eyes:275 neckerchief:251 sailor_collar:249 school_uniform:246 black_hair:221 :o:178 looking_at_another:156 1boy:152 pleated_skirt:147 black_skirt:147 blunt_bangs:147 green_eyes:138 hetero:125
chito_(shoujo_shuumatsu_ryokou)	brodie_helmet:847 combat_helmet:683 helmet:422 military_uniform:358 black_eyes:332 military:330 low_twintails:327 fur_trim:321 coat:279 2girls:241 multiple_girls:210 pants:195 black_hair:194 blonde_hair:182 twintails:177 ahoge:150 closed_eyes:136 jacket:109 blue_eyes:102 gloves:93
chiton	ancient_greek_clothes:843 greco-roman_clothes:821 forehead_jewel:543 armlet:444 parted_bangs:308 green_hair:254 jewelry:191 green_eyes:171 dress:164 very_long_hair:156 bare_shoulders:155 long_hair:53 breasts:52 1girl:23 solo:22
chitose_(kancolle)	headband:442 japanese_clothes:245 grey_hair:237 ponytail:236 hair_ribbon:184 multiple_girls:155 brown_eyes:143 ribbon:142 brown_hair:113 skirt:100 short_hair:91 large_breasts:88 open_mouth:75 long_hair:74 smile:66 breasts:55 blush:50 looking_at_viewer:8
chiya_(urara_meirochou)	long_hair:84
chiyoda_(kancolle)	headband:432 brown_eyes:221 brown_hair:190 multiple_girls:147 short_hair:132 large_breasts:106 skirt:92 breasts:65 open_mouth:65 blush:57 long_hair:30 looking_at_viewer:16
chiyoda_momo	expressive_tail:778 crisis_management_form_(machimazo):720 curled_horns:591 demon_tail:518 demon_girl:504 demon_horns:498 yuri:333 horns:323 x_hair_ornament:317 pink_hair:295 tail:246 ahoge:246 2girls:229 hairclip:228 multiple_girls:211 hair_ornament:199 looking_at_another:194 fang:180 comic:177 hood:162
chloe_(fire_emblem)	aqua_hair:424 green_eyes:247 braid:226 cleavage:179 very_long_hair:168 large_breasts:140 breasts:97 smile:93 long_hair:78 looking_at_viewer:63 solo:40 1girl:32
chloe_(pokemon)	green_eyes:228 long_hair:56
chloe_(princess_connect!)	st._theresa's_girls_academy_school_uniform:818 elf:485 pointy_ears:328 black_choker:292 coat:273 choker:244 purple_eyes:234 collared_shirt:217 necktie:214 blonde_hair:198 twintails:193 school_uniform:189 hetero:169 shirt:130 medium_breasts:123 bow:121 navel:117 1boy:105 hair_between_eyes:96 blush:94
chloe_von_einzbern	stomach_tattoo:639 homurabara_academy_school_uniform:538 dark-skinned_female:500 dark_skin:455 orange_eyes:370 tattoo:347 loli:333 half_updo:331 one_side_up:327 pink_hair:316 small_breasts:310 hairpin:305 3girls:241 tongue_out:231 single_hair_bun:223 black_bikini:214 tongue:208 spread_legs:202 black_panties:187 anus:184
chobits	robot_ears:679 very_long_hair:186 brown_eyes:186 blonde_hair:163 long_hair:86 solo:52 1girl:44
chocobo	blonde_hair:111 gloves:101 brown_hair:100 multiple_girls:84 short_hair:73 blue_eyes:69 smile:54 open_mouth:39 long_hair:13
chocola_(nekopara)	slit_pupils:404 cat_tail:404 cat_girl:390 cat_ears:385 bell:342 :3:331 blunt_bangs:257 tail:243 animal_ears:231 twintails:228 2girls:204 brown_eyes:195 multiple_girls:191 small_breasts:189 white_hair:179 very_long_hair:165 brown_hair:143 blue_eyes:141 ribbon:139 bow:132
chocolate	heart-shaped_chocolate:833 heart-shaped_food:822 chocolate_on_body:741 valentine:737 chocolate_bar:718 chocolate_on_breasts:715 holding_chocolate:711 food_on_body:670 candy:647 chocolate_on_face:636 naked_chocolate:625 chocolate_making:619 box_of_chocolates:586 happy_valentine:581 mixing_bowl:557 chocolate_on_hand:554 whisk:505 heart-shaped_box:501 food_on_hand:487 spatula:459
chocolate_banana	kimono:314 food:301 japanese_clothes:281 holding:123 open_mouth:62 blush:56 long_hair:29 looking_at_viewer:27 1girl:21 breasts:21 solo:19
chocolate_bar	chocolate:718 candy:632 valentine:429 food:391 holding_food:331 eating:312 heart:142 holding:133 hat:86 bow:85 long_sleeves:79 short_sleeves:78 white_shirt:75 multiple_girls:75 shirt:72 brown_hair:70 sitting:70 ribbon:69 jacket:69 red_eyes:69
chocolate_cake	cake:628 cake_slice:563 strawberry:474 plate:467 fork:464 chocolate:451 fruit:367 food:361 cup:258 holding:156 heart:155 frills:152 ribbon:112 sitting:102 dress:102 bow:101 long_sleeves:80 multiple_girls:78 hair_ornament:78 smile:73
chocolate_chip_cookie	cookie:721 food:340 holding:140 multiple_girls:123 brown_hair:114 blonde_hair:110 smile:50
chocolate_cornet	food:328 long_hair:46
chocolate_making	mixing_bowl:754 whisk:664 chocolate:619 bowl:552 valentine:533 apron:369 food:232 heart:179 holding:125 multiple_girls:105 shirt:65 blush:62 open_mouth:60 long_hair:52 short_hair:47 smile:33 solo:16 1girl:16 looking_at_viewer:10 breasts:4
chocolate_on_body	chocolate_on_breasts:965 food_on_body:906 naked_chocolate:743 chocolate:741 chocolate_on_face:694 heart-shaped_chocolate:602 heart-shaped_food:593 valentine:572 naked_ribbon:471 candy:420 food_on_face:398 food:276 heart:240 mouth_hold:232 apron:193 red_ribbon:189 covered_nipples:188 tongue_out:183 nude:178 tongue:166
chocolate_on_breasts	chocolate_on_body:965 food_on_body:874 naked_chocolate:736 chocolate:715 heart-shaped_chocolate:600 heart-shaped_food:592 valentine:557 candy:419 food:273 heart:240 covered_nipples:205 apron:185 tongue_out:180 huge_breasts:177 nude:175 tongue:164 large_breasts:147 cleavage:143 collarbone:135 breasts:122
chocolate_on_face	chocolate_on_body:694 food_on_face:659 chocolate:636 food_on_body:626 valentine:507 food:347 apron:283 heart:200 ribbon:124 holding:111 blush:74 looking_at_viewer:60 breasts:52 long_hair:48 solo:43 smile:37 1girl:32
chocolate_on_hand	food_on_hand:911 chocolate:554
chocolate_syrup	fruit:397 food:309 solo:24 1girl:13
choke_hold	strangling:842 asphyxiation:661 sex:256 hetero:206 sweat:173 1boy:159 nipples:149 multiple_girls:111 large_breasts:74 open_mouth:70 breasts:65 blush:57 long_hair:34 1girl:4
choker	black_choker:787 red_choker:506 white_choker:506 ribbon_choker:481 blue_choker:473 frilled_choker:467 pink_choker:450 heart_choker:441 o-ring_choker:430 purple_choker:429 star_choker:402 green_choker:395 bow_choker:394 sailor_senshi_uniform:393 yellow_choker:389 spiked_choker:386 lace_choker:386 orange_choker:375 lace-trimmed_choker:373 brown_choker:369
choko_(cup)	tokkuri:827 sake:637 sake_bottle:632 onsen:507 cup:499 alcohol:492 drunk:483 bottle:428 naked_towel:406 holding_cup:405 bathing:402 shared_bathing:366 partially_submerged:365 towel:353 tray:328 steam:304 kimono:276 japanese_clothes:256 table:242 obi:236
chomusuke	bandaged_leg:529 black_cat:523 cat:483 short_hair_with_long_locks:460 witch_hat:405 bandages:388 red_dress:378 single_thighhigh:366 cape:286 fingerless_gloves:279 belt:237 black_thighhighs:215 red_eyes:207 black_gloves:189 hat:174 dress:154 brown_hair:150 thighhighs:139 gloves:131 black_hair:120
chongyue_(arknights)	dragon_boy:769 dragon_horns:542 dragon_tail:516 dragon_girl:394 horns:325 pointy_ears:313 streaked_hair:294 male_focus:271 multicolored_hair:229 tail:220 pants:208 1boy:205 earrings:200 red_eyes:152 jewelry:149 black_hair:132 jacket:122 closed_mouth:99 holding:91 brown_hair:89
chongyun_(genshin_impact)	tassel_earrings:474 light_blue_hair:440 popsicle:402 chinese_clothes:375 tassel:370 single_earring:362 multiple_boys:341 2boys:337 male_focus:303 hood_down:300 blue_hair:272 hood:271 hoodie:264 fingerless_gloves:256 food:212 ahoge:190 earrings:175 black_gloves:171 yellow_eyes:156 blue_eyes:153
choppy_bangs	virtual_youtuber:207 sidelocks:193 parted_bangs:172 blunt_bangs:149 medium_hair:149 streaked_hair:138 frills:130 white_dress:121 multicolored_hair:118 hand_up:112 collared_shirt:110 white_shirt:110 choker:107 shirt:104 short_sleeves:100 :d:98 flower:97 bow:94 braid:94 full_body:92
chopsticks	holding_chopsticks:894 noodles:731 bowl:701 ramen:686 holding_bowl:652 rice_bowl:641 rice:620 mochi_trail:604 cup_ramen:588 zouni_soup:582 mochi:577 udon:571 bento:571 eating:563 tamagoyaki:557 soy_sauce:548 nissin_cup_noodle:541 kamaboko:521 tempura:511 rice_on_face:509
choshanland_plushy_(arknights)	stuffed_rabbit:616 stuffed_animal:486 stuffed_toy:478 animal_ears:188 jacket:172 holding:134 brown_hair:112 long_hair:42 looking_at_viewer:36 solo:21 1girl:19
choso_(jujutsu_kaisen)	male_focus:304 black_hair:159
chou-10cm-hou-chan	headband:418 serafuku:301 ponytail:250 school_uniform:222 black_hair:162 gloves:152 skirt:136 1girl:15
chougei_(kancolle)	braided_hair_rings:619 hair_rings:509 twin_braids:348 grey_eyes:315 braid:242 ahoge:217 brown_hair:195 hair_ornament:169 large_breasts:151 breasts:85 long_hair:66 solo:26 1girl:22
choujigen_game_neptune	symbol-shaped_pupils:265 purple_hair:196 censored:144 purple_eyes:129 nipples:116 thighhighs:116 braid:114 very_long_hair:112 hair_ornament:110 cleavage:92 hair_between_eyes:92 blue_eyes:91 twintails:90 bare_shoulders:87 breasts:86 medium_breasts:86 navel:82 gloves:80 large_breasts:77 blush:76
choujigen_game_neptune_mk2	hair_ornament:147 blush:83 long_hair:69 breasts:52 solo:16 1girl:10
choujikuu_yousai_macross	u.n._spacy:878 variable_fighter:830 1980s_(style):632 retro_artstyle:528 science_fiction:525 mecha:518 robot:474
choujuu_gigaku	green_hair:291 animal_ears:204 multiple_girls:179 short_hair:140
choukai_(kancolle)	rimless_eyewear:669 mini_hat:421 glasses:392 headgear:389 beret:338 white_skirt:294 midriff:224 serafuku:216 black_gloves:214 pleated_skirt:200 red_eyes:199 black_hair:193 hat:181 sleeveless:170 gloves:155 school_uniform:151 choker:151 alternate_costume:130 skirt:130 multiple_girls:125
choukai_kai_ni_(kancolle)	rimless_eyewear:626 glasses:348 black_gloves:242 hat:202 red_eyes:187 black_hair:185 gloves:167 skirt:140 large_breasts:117 long_hair:89 breasts:86 solo:51 looking_at_viewer:40 1girl:37
choukou_(alicesoft)	gloves:142 breasts:81 blush:62 1girl:46 long_hair:38 solo:30
chousoku_henkei_gyrozetter	brown_hair:165 long_hair:64 1girl:47
chouzetsusaikawa_tenshi-chan	quad_tails:872 holographic_clothing:755 blue_serafuku:673 multiple_hair_bows:664 window_(computing):631 purple_bow:586 multicolored_nails:586 pill:574 pink_bow:523 yellow_bow:496 yellow_nails:483 heart_hair_ornament:465 blue_bow:457 blue_shirt:416 suspender_skirt:413 dual_persona:375 pixel_art:375 blue_nails:372 pink_nails:358 sailor_collar:354
chris_(konosuba)	short_hair:151 blush:83 breasts:63
chris_redfield	bara:532 large_pectorals:530 muscular_male:496 facial_hair:492 yaoi:479 pectorals:479 muscular:456 2boys:351 multiple_boys:334 male_focus:332 pants:232 short_hair:158 black_hair:128 brown_hair:121 shirt:115 1boy:113 gloves:87 blush:4
christian_louboutin_(brand)	colored_shoe_soles:807 high_heels:391 black_footwear:298 ass:229 breasts:75 looking_at_viewer:57 1girl:45 long_hair:44 solo:42
christina_(princess_connect!)	blonde_hair:179
christmas	santa_hat:810 santa_costume:798 christmas_tree:719 merry_christmas:697 sack:680 santa_bikini:662 christmas_ornaments:660 gift:628 santa_dress:624 fur-trimmed_headwear:616 holding_sack:594 holly:593 santa_gloves:582 reindeer_antlers:580 gift_box:580 santa_boots:575 christmas_present:573 christmas_lights:572 fur-trimmed_dress:570 fake_antlers:567
christmas_lights	christmas_ornaments:690 christmas_tree:660 christmas:572 merry_christmas:486 gift:473 santa_hat:465 santa_costume:455 gift_box:444 box:371 snow:342 fur_trim:332 night:298 bell:283 capelet:242 window:232 scarf:224 star_(symbol):212 blurry:193 indoors:167 food:156
christmas_ornaments	christmas_tree:783 christmas_lights:690 christmas:660 christmas_stocking:629 christmas_present:590 candy_cane:584 gift:576 merry_christmas:561 gift_box:560 wreath:550 holly:548 santa_hat:546 fireplace:535 santa_costume:528 fake_antlers:515 fur-trimmed_headwear:504 reindeer_antlers:503 santa_dress:491 fur-trimmed_dress:473 box:469
christmas_present	gift:642 christmas_tree:609 christmas_ornaments:590 christmas:573 santa_dress:544 santa_hat:509 gift_box:491 santa_costume:488 holding_gift:487 box:416 fur_trim:353 red_dress:308 bell:278 capelet:262 hat:175 indoors:164 alternate_costume:154 horns:127 dress:121 ribbon:119
christmas_stocking	christmas_ornaments:629 christmas_tree:595 christmas:538 gift:494 santa_hat:473 gift_box:469 box:393 fur_trim:302 food:210 indoors:193 hat:169 bow:109 multiple_girls:104 dress:100 holding:90 thighhighs:88 gloves:88 smile:81 open_mouth:66 short_hair:48
christmas_sweater	christmas:483 sweater:361 1girl:10
christmas_tree	christmas_ornaments:783 christmas:719 christmas_lights:660 gift:614 christmas_present:609 santa_hat:607 christmas_stocking:595 gift_box:587 fireplace:584 santa_costume:578 christmas_wreath:576 merry_christmas:564 candy_cane:540 santa_dress:514 fake_antlers:514 wreath:510 fur-trimmed_headwear:508 reindeer_antlers:502 holly:497 box:488
christmas_tree_hair_ornament	hair_ornament:197 breasts:86 long_hair:77 1girl:41
christmas_wreath	wreath:856 christmas_tree:576 christmas:516 gift:457 fur_trim:308 hat:157 bow:135 holding:122 multiple_girls:111 dress:111 smile:78 open_mouth:64 long_hair:39 looking_at_viewer:32 breasts:12 solo:3
chrollo_lucilfer	jewelry:198
chrom_(fire_emblem)	father_and_daughter:597 tiara:390 cape:340 armor:301 multiple_boys:285 sword:245 blue_hair:241 weapon:191 white_hair:166 1boy:157 gloves:147 twintails:135 blue_eyes:131 short_hair:115 multiple_girls:102 smile:74 open_mouth:61 long_hair:47
chromatic_aberration	film_grain:448 glitch:379 light_particles:271 blurry:220 backlighting:218 blurry_foreground:217 depth_of_field:216 animal_nose:199 lens_flare:197 star-shaped_pupils:191 shade:187 glint:187 straight-on:186 portrait:184 body_fur:180 floating_hair:175 black_background:174 expressionless:165 sideways_glance:160 looking_ahead:157
chrono_cross	jewelry:169 blonde_hair:145 gloves:140 blue_eyes:112 smile:74 breasts:44 long_hair:40 1girl:37 solo:34
chrono_trigger	helmet:374 glasses:262 purple_hair:184 weapon:181 ponytail:158 blonde_hair:113 blue_eyes:108 jewelry:100 short_hair:74 multiple_girls:69 smile:56 open_mouth:47 simple_background:38 breasts:27 long_hair:24 1girl:17 solo:5
chrysanthemum	white_flower:347 flower:311 kimono:264 japanese_clothes:244 hair_ornament:109 holding:109 black_hair:87 looking_at_viewer:49 smile:43 solo:41 long_hair:33 1girl:29
chrysanthemum_print	floral_print:486 obi:384 kimono:360 sash:348 japanese_clothes:326 hair_flower:270 flower:255 hair_ornament:146 holding:130 smile:65 looking_at_viewer:60 solo:40 long_hair:36 1girl:28
chuatury_panlunch	afro_puffs:955 asticassia_school_uniform:669 pink_hair:248 school_uniform:202 multiple_girls:174
chun-li	spiked_bracelet:723 bun_cover:698 spikes:575 double_bun:545 china_dress:543 unitard:541 chinese_clothes:503 pelvic_curtain:490 hair_bun:463 bracelet:434 fighting_stance:433 kicking:404 dougi:384 thick_thighs:370 muscular_female:360 brown_pantyhose:326 sash:320 cross-laced_footwear:315 eyeshadow:308 muscular:298
chupa_chups	lollipop:566 candy:515 food:317 solo:42 1girl:34
church	stained_glass:620 wedding:519 nun:468 wedding_dress:465 bride:457 bridal_veil:447 habit:441 bouquet:392 veil:386 cross:366 building:287 indoors:274 window:266 rose:257 sunlight:241 white_flower:240 petals:221 white_dress:213 flower:196 necklace:176
churchill_(tank)	tank:675 military_vehicle:614 motor_vehicle:524
chuunibyou	eyepatch:473 two_side_up:302 hair_over_one_eye:255 bowtie:219 hair_ribbon:176 green_eyes:165 gloves:144 ribbon:142 bow:137 thighhighs:132 blonde_hair:129 bare_shoulders:115 medium_breasts:102 dress:99 multiple_girls:86 red_eyes:85 smile:78 open_mouth:74 looking_at_viewer:57 long_hair:57
chuunibyou_demo_koi_ga_shitai!	icho_private_high_school_uniform:909 medical_eyepatch:806 eyepatch:528 one_side_up:468 plaid_skirt:371 plaid_clothes:335 blazer:333 yellow_ribbon:295 bandages:237 school_uniform:237 ahoge:228 black_thighhighs:224 frilled_skirt:223 heterochromia:213 zettai_ryouiki:210 :o:199 hairclip:185 side_ponytail:168 v:155 thighhighs:141
ciel_(mega_man)	helmet:426 ponytail:218 blonde_hair:198 blue_eyes:159 gloves:130 long_hair:71 1girl:30 solo:7
ciel_(tsukihime)	cross:332 glasses:274 blue_hair:264 necklace:197 blue_eyes:167 short_hair:152 weapon:144 school_uniform:118 multiple_girls:113 jacket:111 ahoge:106 medium_breasts:99 long_sleeves:94 2girls:79 dress:76 jewelry:71 skirt:71 blonde_hair:69 holding:68 red_eyes:60
ciel_phantomhive	male_focus:325 blue_eyes:143
cigar	holding_cigar:824 smoking:619 smoke:460 beard:403 facial_hair:396 mature_male:395 scar:358 scar_on_face:340 pectorals:313 suit:313 formal_clothes:310 bara:310 muscular_male:303 muscular:283 gun:261 sunglasses:255 male_focus:252 mouth_hold:251 multiple_boys:239 coat:219
cigarette	smoking:874 holding_cigarette:852 smoke:681 cigarette_pack:594 ashtray:594 lighter:584 lighting_cigarette:575 blowing_smoke:564 holding_lighter:546 smoke_trail:532 curly_eyebrows:495 between_fingers:422 mouth_hold:321 beer_can:315 hand_in_pocket:312 suit:309 stubble:308 facial_hair:307 suit_jacket:297 formal_clothes:296
cigarette_pack	cigarette:594 holding_cigarette:541 smoking:515 holding:163 jacket:109 sitting:107 black_hair:90 shirt:90 long_sleeves:69 short_hair:62 1girl:32 solo:31 looking_at_viewer:23 long_hair:9
cinderace	white_fur:556 body_fur:529 furry:517 animal_nose:510 pokemon_(creature):486 furry_female:477 rabbit_girl:434 white_pupils:395 bright_pupils:377 rabbit_tail:366 rabbit_ears:303 teeth:210 red_hair:203 tail:164 red_eyes:157 animal_ears:151 standing:125 open_mouth:106 short_hair:98 blush:69
cinderella_(nikke)	white_bodysuit:565 one_eye_covered:403 hair_over_one_eye:377 bodysuit:376 see-through_clothes:335 cleavage_cutout:330 clothing_cutout:315 white_hair:252 twintails:251 very_long_hair:197 red_eyes:175 cleavage:150 large_breasts:149 navel:120 breasts:107 gloves:91 long_hair:89 blue_eyes:74 skirt:70 looking_at_viewer:53
cinderella_bust	underwear:233 1girl:40
cinderella_girls_card_parody	card_parody:920 card_(medium):633 1girl:50
cinderella_girls_gekijou	5koma:806 character_name:412 comic:369 brown_eyes:204 multiple_girls:178 brown_hair:161 short_hair:114 black_hair:100 long_hair:65 smile:58 open_mouth:54
cinderella_series	long_hair:54 1girl:15
cindy_aurum	hat:207 1girl:47
cinnabar_(houseki_no_kuni)	gem_uniform_(houseki_no_kuni):769 other_focus:632 androgynous:534 red_hair:283
cinnamiku	tied_ears:883 updo:737 ear_bow:574 aqua_necktie:565 black_sleeves:483 grey_shirt:448 aqua_hair:427 blue_bow:396 aqua_eyes:354 sleeveless_shirt:353 detached_sleeves:309 necktie:304 hair_bow:303 sleeveless:262 collared_shirt:254 bow:232 upper_body:177 heart:170 shirt:167 bare_shoulders:150
cinnamon_(nekopara)	cat_ears:345 purple_hair:257 animal_ears:208
cinnamoroll	tied_ears:857 updo:675 ear_bow:547 aqua_necktie:494 black_sleeves:424 grey_shirt:383 aqua_hair:365 blue_bow:360 crossover:348 aqua_eyes:294 sleeveless_shirt:289 :3:288 cosplay:267 hair_bow:262 detached_sleeves:250 necktie:240 bow:206 sleeveless:205 collared_shirt:204 heart:170
circe_(fate)	head_wings:470 feathered_wings:442 pointy_ears:325 wings:315 bracelet:291 pink_hair:250 jewelry:190 smile:74 long_hair:66 breasts:51 open_mouth:48 looking_at_viewer:44 blush:37 1girl:30 solo:21
circle	triangle:589 plaid_shirt:457 two-tone_background:268 mask:224 star_(symbol):220 expressionless:216 plaid_clothes:215 buttons:186 blue_background:170 eyelashes:158 pink_eyes:156 wide_sleeves:152 looking_to_the_side:145 character_name:145 bowtie:144 chibi:131 hands_up:129 full_body:127 from_side:125 frills:123
